#id,name,request_email,notes,home_page,tag_string,valid_email,publication_scheme,_merge
mairie-92026-01,Mairie - Courbevoie,courbevoie@ville-courbevoie.fr,"Adresse : Place de l'Hôtel-de-Ville,92401,Courbevoie Cedex | Tél : 01 71 05 70 00 | Fax : ",http://www.ville-courbevoie.fr,mairie,True,,left_only
mairie-92033-01,Mairie - Garches,informations@mairie-de-garches.fr,"Adresse : 2 rue Claude-Liard,92380,Garches | Tél : 01 47 95 66 66 | Fax : 01 47 95 67 00",http://www.ville-garches.fr,mairie,True,,left_only
mairie-92035-01,Mairie - La Garenne-Colombes,accueil@lagarennecolombes.fr,"Adresse : 68 boulevard de la République,92250,La Garenne-Colombes | Tél : 01 72 42 40 00 | Fax : 01 72 42 40 99",http://www.lagarennecolombes.fr,mairie,True,,left_only
mairie-92036-01,Mairie - Gennevilliers,mairie@ville-gennevilliers.fr,"Adresse : 177 avenue Gabriel-Péri - BP 217,92230,Gennevilliers | Tél : 01 40 85 66 66 | Fax : 01 47 92 18 81",http://www.ville-gennevilliers.fr,mairie,True,,left_only
mairie-92046-01,Mairie - Malakoff,mairie@ville-malakoff.fr,"Adresse : 1 place du 11-Novembre,92240,Malakoff | Tél : 01 47 46 75 00 | Fax : 01 42 53 04 03",http://www.ville-malakoff.fr,mairie,True,,left_only
mairie-92047-01,Mairie - Marnes-la-Coquette,mairiedemarnes@wanadoo.fr,"Adresse : 3 place de la Mairie,92430,Marnes-la-Coquette | Tél : 01 47 41 06 36 | Fax : 01 47 01 57 34",http://www.marne-la-coquette.fr,mairie,True,,left_only
mairie-92048-01,Mairie - Meudon,accueil@mairie-meudon.fr,"Adresse : 6 avenue Le-Corbeiller,92190,Meudon | Tél : 01 41 14 80 00 | Fax : 01 41 14 82 00",http://www.meudon.fr,mairie,True,,left_only
mairie-92049-01,Mairie - Montrouge,webmontrouge@ville-montrouge.fr,"Adresse : 4 rue Edmond-Champeaud,92120,Montrouge | Tél : 01 46 12 76 76 | Fax : 01 46 12 75 01",http://www.ville-montrouge.fr,mairie,True,,left_only
mairie-92051-01,Mairie - Neuilly-sur-Seine,mr.lemaire@ville-neuillysurseine.fr,"Adresse : 96 avenue Achille-Peretti,92522,Neuilly-sur-Seine Cedex | Tél : 01 40 88 88 88 | Fax : ",http://www.neuillysurseine.fr,mairie,True,,left_only
mairie-92060-01,Mairie - Le Plessis-Robinson,philippe.pemezec@plessis-robinson.com,"Adresse : 3 place de la Mairie,92350,Le Plessis-Robinson | Tél : 01 46 01 43 21 | Fax : 01 46 30 13 16",http://www.plessis-robinson.com,mairie,True,,left_only
mairie-92062-01,Mairie - Puteaux,info@mairie-puteaux.fr,"Adresse : 131 rue de la République,92800,Puteaux | Tél : 01 46 92 92 92 | Fax : 01 49 01 93 67",http://www.puteaux.fr,mairie,True,,left_only
mairie-92063-01,Mairie - Rueil-Malmaison,info@mairie-rueilmalmaison.fr,"Adresse : 13 boulevard du Maréchal-Foch,92501,Rueil-Malmaison Cedex | Tél : 01 47 32 65 65 | Fax : 01 47 32 67 50",http://www.villederueil.fr,mairie,True,,left_only
mairie-92064-01,Mairie - Saint-Cloud,accueil@saintcloud.fr,"Adresse : 13 place Charles-de-Gaulle,92211,Saint-Cloud Cedex | Tél : 01 47 71 53 00 | Fax : ",http://www.saintcloud.fr,mairie,True,,left_only
mairie-92071-01,Mairie - Sceaux,sceauxinfomairie@sceaux.fr,"Adresse : 122 rue Houdan,92330,Sceaux | Tél : 01 41 13 33 00 | Fax : 01 41 13 33 99",http://www.sceaux.fr,mairie,True,,left_only
mairie-92072-01,Mairie - Sèvres,mairie@ville-sevres.fr,"Adresse : 54 Grande rue,92311,Sèvres Cedex | Tél : 01 41 14 10 10 | Fax : 01 75 19 41 20",http://www.sevres.fr,mairie,True,,left_only
mairie-92075-01,Mairie - Vanves,services.municipaux@ville-vanves.fr,"Adresse : 23 rue Mary-Besseyre - CS 40001,92172,Vanves Cedex | Tél : 01 41 33 92 00 | Fax : 01 41 33 92 80",http://www.vanves.fr,mairie,True,,left_only
mairie-92076-01,Mairie - Vaucresson,secretariat@mairie-vaucresson.fr,"Adresse : 8 Grande rue,92420,Vaucresson | Tél : 01 71 02 80 00 | Fax : 01 47 95 16 99",http://www.vaucresson.fr,mairie,True,,left_only
mairie-92077-01,Mairie - Ville-d'Avray,info@mairie-villedavray.fr,"Adresse : 13 rue de Saint-Cloud,92410,Ville-d'Avray | Tél : 01 41 15 88 88 | Fax : 01 47 50 35 43",http://www.mairie-villedavray.fr,mairie,True,,left_only
mairie-92078-01,Mairie - Villeneuve-la-Garenne,contact@villeuve92.com,"Adresse : 28 avenue de Verdun,92390,Villeneuve-la-Garenne | Tél : 01 40 85 57 00 | Fax : 01 47 98 86 56",http://www.villeneuve92.com,mairie,True,,left_only
maison_handicapees-92050-01,Maison départementale des personnes handicapées (MDPH) - Hauts-de-Seine,mdph@mdph92.fr,"Adresse : 2 rue Rigault,92016,Nanterre Cedex | Tél : 01 41 91 92 50 | Fax : ",http://www.hauts-de-seine.fr,maison_handicapees,True,,left_only
mission_locale-92019-01,Mission locale pour l'insertion professionnelle et sociale des jeunes (16-25 ans) - Antony,contact@mdee-hautsdebievre.fr,"Adresse : 42 avenue Aristide-Briand,92160,Antony | Tél : 01 55 59 44 95 | Fax : 01 70 99 40 10",http://www.mdee-hautsdebievre.fr,mission_locale,True,,left_only
mjd-92007-01,Maison de justice et du droit  de Blagis- Bagneux,mjd@orange.fr,"Adresse : 7 impasse Edouard-Branly,92220,BAGNEUX | Tél : 01 46 64 14 14 | Fax : 01 46 64 13 95",http://www.justice.gouv.fr/,mjd,True,,left_only
mjd-92019-01,Maison de justice et du droit  de Châtenay-Malabry,maison-justice@wanadoo.fr,"Adresse : 1 rue Francis de Pressensé,92290,CHATENAY MALABRY | Tél : 01 46 32 76 12 | Fax : 01 46 32 17 74",http://www.justice.gouv.fr/,mjd,True,,left_only
mjd-92036-01,Maison de justice et du droit  de Gennevilliers,mjd-gennevilliers@justice.fr,"Adresse : 19 avenue Lucette Mazalaigue,92230,GENNEVILLIERS | Tél : 01 47 99 06 56 | Fax : 01 47 92 32 07",http://www.justice.gouv.fr/,mjd,True,,left_only
msap-92002-01,Maison de services au public - Antony,patricia.paris@pimms.org,"Adresse : Place des Baconnets,92160,Antony | Tél : 01 55 59 00 94 | Fax : ",https://www.maisondeservicesaupublic.fr/content/pimms-antony,msap,True,,left_only
ofii-92049-01,"Office français de l'immigration et de l'intégration (OFII) - Direction territoriale de Montrouge (dép. 92, 78)",montrouge@ofii.fr,"Adresse : 221 avenue Pierre Brossolette,92120,Montrouge | Tél : 01 41 17 73 00 | Fax : 01 41 17 73 33",http://www.ofii.fr,ofii,True,,left_only
onac-92050-01,Office national des anciens combattants et victimes de guerre (ONACVG) - Service départemental - Hauts-de-Seine,sd92@onacvg.fr,"Adresse : Préfecture des Hauts-de-Seine - 167-177 avenue Joliot-Curie,92000,Nanterre | Tél : 01 40 97 21 40 | Fax : ",https://www.onac-vg.fr,onac,True,,left_only
paierie_departementale-92050-03,Paierie départementale - Hauts-de-Seine,t092090@dgfip.finances.gouv.fr,"Adresse : 57 rue des Longues Raies,92000,Nanterre | Tél : 01 47 29 30 31 | Fax : ",http://www.impots.gouv.fr,paierie_departementale,True,,left_only
pif-92004-01,Point info famille - Asnières-sur-Seine - Grésillons,noah@csc-ynoah.com,"Adresse : Centre socio-culturel Yannick-Noah - 46 avenue des Grésillons,92600,Asnières-sur-Seine | Tél : 01 41 11 02 22 | Fax : ",,pif,True,,left_only
pif-92004-02,Point info famille - Asnières-sur-Seine - Émile-Zola,maison.desfemmes@wanadoo.fr,"Adresse : Maison des femmes dAsnières - 54 rue Émile-Zola,92600,Asnières-sur-Seine | Tél : 01 47 98 35 97 | Fax : 01 40 85 95 73",,pif,True,,left_only
pif-92004-03,Point info famille - Asnières-sur-Seine,mlc@mlc.asso.fr,"Adresse : 11 rue Robert Lavergne,92600,Asnières-sur-Seine | Tél : 01 47 98 00 05 | Fax : 01 41 21 94 46",http://www.mlc.asso.fr,pif,True,,left_only
pif-92025-01,Point info famille - Colombes - Jules-Michelet,colombes.csc@wanadoo.fr,"Adresse : Centre social et culturel des Fossés-Jean - 11 rue Jules-Michelet,92700,Colombes | Tél : | Fax : ",http://www.csc-fossesjean.com,pif,True,,left_only
pif-92025-02,Point info famille - Colombes - Europe,contact@asso-eim.com,"Adresse : 32 avenue de l'Europe,92700,Colombes | Tél : 01 47 84 89 67 | Fax : 01 47 84 00 61",,pif,True,,left_only
pif-92026-01,Point info famille - Courbevoie,espace.parents@ville-courbevoie.fr,"Adresse : Espace parents de la ville de Courbevoie - 4 allée Mozart,92400,Courbevoie | Tél : 01 43 33 28 18 | Fax : ",,pif,True,,left_only
pif-92040-01,Point info famille - Issy-les-Moulineaux,espaceparent-enfant@ville-issy.fr,"Adresse : Espace parent enfant - Espace Andrée-Chedid - 60 rue du Général-Leclerc,92130,Issy-les-Moulineaux | Tél : 01 41 23 92 20 | Fax : ",,pif,True,,left_only
pif-92050-01,Point info famille - Nanterre,lasalleinformatique@yahoo.fr,"Adresse : Association pour le mieux vivre au petit-nanterre - 5 résidence des Iris,92000,Nanterre | Tél : 01 46 52 59 00 | Fax : 01 47 80 72 19",,pif,True,,left_only
pmi-92002-01,Centre de protection maternelle et infantile (PMI) - Antony - Méditerranée,apmi@hauts-de-seine.fr,"Adresse : 13 rue de la Méditerranée,92160,Antony | Tél : 01 46 66 57 08 | Fax : 01 46 66 91 93",http://www.hauts-de-seine.fr,pmi,True,,left_only
pmi-92002-04,Centre de protection maternelle et infantile (PMI) - Antony - Prosper-Legouté,apmi2@cg92.fr,"Adresse : 77, rue Prosper-Legouté,92160,Antony | Tél : 01 77 70 13 60 | Fax : ",http://www.hauts-de-seine.net,pmi,True,,left_only
pmi-92004-02,Centre de protection maternelle et infantile (PMI) - Asnières-sur-Seine - Marceau-Delorme,dpmi2@hauts-de-seine.fr,"Adresse : 1 rue Marceau-Delorme,92600,Asnières-sur-Seine | Tél : 01 47 90 71 93 | Fax : ",http://www.hauts-de-seine.fr,pmi,True,,left_only
pmi-92004-03,Centre de protection maternelle et infantile (PMI) - Asnières-sur-Seine - Mourinoux,apmi4@hauts-de-seine.fr,"Adresse : 24 rue des Mourinoux,92600,Asnières-sur-Seine | Tél : 01 47 98 51 08 | Fax : 01 47 98 93 77",http://www.hauts-de-seine.net,pmi,True,,left_only
pmi-92004-04,Centre de protection maternelle et infantile (PMI) - Asnières-sur-Seine - Argenteuil,pmialma@hauts-de-seine.fr,"Adresse : 104 avenue d'Argenteuil,92600,Asnières-sur-Seine | Tél : 01 46 88 99 20 | Fax : ",http://www.hauts-de-seine.net,pmi,True,,left_only
pmi-92007-01,Centre de protection maternelle et infantile (PMI) - Bagneux - Gabriel-Péri,bpmi@hauts-de-seine.fr,"Adresse : 13 avenue Gabriel-Péri,92220,Bagneux | Tél : 01 55 58 14 90 | Fax : ",http://www.hauts-de-seine.net,pmi,True,,left_only
pmi-92009-01,Centre de protection maternelle et infantile (PMI) - Bois-Colombes,bpmi2@hauts-de-seine.fr,"Adresse : 15 rue Paul-Déroulède,92270,Bois-Colombes | Tél : 01 56 05 82 00 | Fax : ",,pmi,True,,left_only
pmi-92020-01,Centre de protection maternelle et infantile (PMI) - Châtillon,sfpmi@hautes-de-seine.fr,"Adresse : 66 rue Avaulée,92240,Malakoff | Tél : 01 55 48 03 50 | Fax : ",http://www.hautes-de-seine.fr,pmi,True,,left_only
pmi-92022-01,Centre de protection maternelle et infantile (PMI) - Chaville,spmi5@cg92.fr,"Adresse : 22 rue de la Fontaine-Henri-IV,92370,Chaville | Tél : 01 47 50 42 61 | Fax : ",http://www.hauts-de-seine.net,pmi,True,,left_only
pmi-92023-01,Centre de protection maternelle et infantile (PMI) - Clamart - Pavé-Blanc,cpmi6@hauts-de-seine.fr,"Adresse : 22 route du Pavé-Blanc,92140,Clamart | Tél : 08 06 00 00 92 | Fax : ",http://www.hauts-de-seine.fr,pmi,True,,left_only
pmi-92023-02,Centre de protection maternelle et infantile (PMI) - Clamart - Église,epmi@hauts-de-seine.fr,"Adresse : 3 place de l'Église,92140,Clamart | Tél : 08 06 00 00 92 | Fax : ",http://www.hauts-de-seine.fr,pmi,True,,left_only
pmi-92024-01,Centre de protection maternelle et infantile (PMI) - Clichy,cpmi5@hauts-de-seine.fr,"Adresse : 32 rue Palloy,92110,Clichy | Tél : 08 06 00 00 92 | Fax : 01 55 90 50 56",http://www.hauts-de-seine.fr,pmi,True,,left_only
pmi-92025-01,Centre de protection maternelle et infantile (PMI) - Colombes - Gros-Grès,cpmig@cg92.fr,"Adresse : 267 rue des Gros-Grès,92700,Colombes | Tél : 01 47 81 49 79 | Fax : 01 47 81 91 38",,pmi,True,,left_only
pmi-92025-02,Centre de protection maternelle et infantile (PMI) - Colombes - Jean-Jacques-Rousseau,cpmi7@cg92.fr,"Adresse : 24-34 rue Jean-Jacques-Rousseau,92700,Colombes | Tél : 01 47 81 44 09 | Fax : 01 47 81 25 32",http://www.hauts-de-seine.net,pmi,True,,left_only
pmi-92025-03,Centre de protection maternelle et infantile (PMI) - Colombes - Paul-Bert,cpmi@cg92.fr,"Adresse : 4 rue Paul-Bert,92700,Colombes | Tél : 01 47 80 27 21 | Fax : 01 47 80 67 77",http://www.hauts-de-seine.net,pmi,True,,left_only
pmi-92026-01,Centre de protection maternelle et infantile (PMI) - Courbevoie - Capitaine-Guynemer,gpmi1@hauts-de-seine.fr,"Adresse : 56 rue du Capitaine-Guynemer,92400,Courbevoie | Tél : 01 47 88 46 62 | Fax : ",http://www.hauts-de-seine.fr,pmi,True,,left_only
pmi-92026-02,Centre de protection maternelle et infantile (PMI) - Courbevoie - Saint-Denis,dpmi@cg92.fr,"Adresse : 176 boulevard Saint-Denis,92400,Courbevoie | Tél : 01 49 05 05 60 | Fax : ",http://www.hauts-de-seine.net,pmi,True,,left_only
pmi-92032-01,Centre de protection maternelle et infantile (PMI) - Fontenay-aux-Roses,fpmi@hauts-de-seine.fr,"Adresse : 6 rue Antoine-Petit,92260,Fontenay-aux-Roses | Tél : 01 46 60 43 10 | Fax : ",http://www.hauts-de-seine.net,pmi,True,,left_only
pmi-92033-01,Centre de protection maternelle et infantile (PMI) - Garches,qpmi@hauts-de-seine.fr,"Adresse : Immeuble Béarn - 23 rue des Quatre-Vents,92380,Garches | Tél : 01 47 01 38 10 | Fax : ",http://www.hauts-de-seine.net,pmi,True,,left_only
pmi-92036-01,Centre de protection maternelle et infantile (PMI) - Gennevilliers - Julien-Mocquard,gpmi3@hauts-de-seine.fr,"Adresse : 21 rue Julien-Mocquard,92230,Gennevilliers | Tél : 01 41 47 65 71 | Fax : ",http://www.hauts-de-seine.net,pmi,True,,left_only
pmi-92036-02,Centre de protection maternelle et infantile (PMI) - Gennevilliers - Lénine,gpmi@hauts-de-seine.fr,"Adresse : 4 avenue Lénine,92230,Gennevilliers | Tél : 01 47 94 35 77 | Fax : ",,pmi,True,,left_only
pmi-92040-01,Centre de protection maternelle et infantile (PMI)  - Issy-les-Moulineaux - Guynemer,pmigu@hauts-de-seine.fr,"Adresse : 27 rue Guynemer,92130,Issy-les-Moulineaux | Tél : 01 40 93 44 95 | Fax : 01 40 93 02 03",http://www.hauts-de-seine.net,pmi,True,,left_only
pmi-92044-01,Centre de protection maternelle et infantile (PMI) - Levallois-Perret,lpmi@hauts-de-seine.fr,"Adresse : 1 bis rue Collange,92300,Levallois-Perret | Tél : 08 06 00 00 92 | Fax : 01 41 27 30 33",http://www.hauts-de-seine.net,pmi,True,,left_only
pmi-92048-01,Centre de protection maternelle et infantile (PMI) - Meudon,pmimeudongalons@hauts-de-seine.fr,"Adresse : 3 rue des Galons,92190,Meudon | Tél : 08 06 00 00 92 | Fax : 01 55 64 07 55",http://www.hauts-de-seine.fr,pmi,True,,left_only
pmi-92049-01,Centre de protection maternelle et infantile (PMI) - Montrouge - Henri-Ginoux,mpmiginoux@hauts-de-seine.fr,"Adresse : 43-47 avenue Henri-Ginoux,92120,Montrouge | Tél : 08 06 00 00 92 | Fax : 01 46 73 08 44",http://www.hauts-de-seine.net,pmi,True,,left_only
pmi-92049-02,Centre de protection maternelle et infantile (PMI) - Montrouge - Marx-Dormoy,mdpmi@hauts-de-seine.fr,"Adresse : 112 avenue Marx-Dormoy,92120,Montrouge | Tél : 08 06 00 00 92 | Fax : ",,pmi,True,,left_only
pmi-92050-01,Centre de protection maternelle et infantile (PMI) - Nanterre - Benoît-Frachon,npmi1@hauts-de-seine.fr,"Adresse : 4 avenue Benoît-Frachon,92000,Nanterre | Tél : 01 41 20 27 11 | Fax : 01 41 20 28 60",http://www.hauts-de-seine.net,pmi,True,,left_only
pmi-92050-02,Centre de protection maternelle et infantile (PMI) - Nanterre - Fernand-Léger,npmi@hauts-de-seine.fr,"Adresse : 2 allée Fernand-Léger,92000,Nanterre | Tél : 01 47 25 35 57 | Fax : ",http://www.hauts-de-seine.net,pmi,True,,left_only
pmi-92050-03,Centre de protection maternelle et infantile (PMI) - Nanterre - Jacques-Decour,npmi2@hauts-de-seine.fr,"Adresse : 9 rue Jacques-Decour,92000,Nanterre | Tél : 01 49 06 98 52 | Fax : ",http://www.hauts-de-seine.net,pmi,True,,left_only
pmi-92051-01,Centre de protection maternelle et infantile (PMI) - Neuilly-sur-Seine,npmi@hauts-de-seine.fr,"Adresse : 11 rue du Commandant-Pilot,92200,Neuilly-sur-Seine | Tél : 01 46 43 93 70 | Fax : 01 46 43 93 50",http://www.hauts-de-seine.net,pmi,True,,left_only
pmi-92062-01,Centre de protection maternelle et infantile (PMI) - Puteaux,gpmiprolongee@hauts-de-seine.fr,"Adresse : 3 rue Gerhard-Prolongée,92800,Puteaux | Tél : 08 06 00 00 92 | Fax : ",http://www.hauts-de-seine.net,pmi,True,,left_only
pmi-92064-01,Centre de protection maternelle et infantile (PMI) - Saint-Cloud,cpmi1@haut-de-seine.fr,"Adresse : 1 rue du Docteur-Desfossez,92210,Saint-Cloud | Tél : 01 55 57 11 90 | Fax : ",http://www.hauts-de-seine.net,pmi,True,,left_only
pmi-92072-01,Centre de protection maternelle et infantile (PMI) - Sèvres,spmi3@hauts-de-seine.fr,"Adresse : 2 C rue Lecointre,92310,Sèvres | Tél : 01 46 26 42 34 | Fax : ",,pmi,True,,left_only
pmi-92073-02,Centre de protection maternelle et infantile (PMI) - Suresnes - Stalingrad,netterpmi@hauts-de-seine.fr,"Adresse : 11 place Stalingrad,92150,Suresnes | Tél : 01 41 44 86 86 | Fax : ",http://www.hauts-de-seine.net,pmi,True,,left_only
pmi-92075-01,Centre de protection maternelle et infantile (PMI) - Vanves,abpmi@cg92.fr,"Adresse : 12 rue Mary-Besseyre,92170,Vanves | Tél : 01 41 90 20 15 | Fax : ",http://www.hauts-de-seine.net,pmi,True,,left_only
pmi-92078-02,Centre de protection maternelle et infantile (PMI) - Villeneuve-la-Garenne,pmimanet@hautsdeseine.fr,"Adresse : 29-31 rue Édouard-Manet,92390,Villeneuve-la-Garenne | Tél : 01 47 98 27 31 | Fax : 01 47 98 66 12",http://www.hauts-de-seine.net,pmi,True,,left_only
prefecture-92050-01,Préfecture - Hauts-de-Seine,prefecture@hauts-de-seine.gouv.fr,"Adresse : 167-177, avenue Joliot-Curie,92013,Nanterre Cedex | Tél : 01 40 97 20 00 | Fax : +33 1 47 25 21 21",http://www.hauts-de-seine.gouv.fr,prefecture,True,,left_only
prefecture_greffe_associations-92002-01,Greffe des associations - Hauts-de-Seine (Antony),sp-police-administrative-antony@hauts.de.seine.gouv.fr,"Adresse : Sous-préfecture d'Antony - 99 avenue du Général-de-Gaulle,92161,Antony Cedex | Tél : 01 40 97 20 00 | Fax : 01 43 50 57 90",http://www.hauts-de-seine.gouv.fr,prefecture_greffe_associations,True,,left_only
prefecture_greffe_associations-92050-01,Greffe des associations - Hauts-de-Seine (Nanterre),ddcs-associations@hauts-de-seine.gouv.fr,"Adresse : Direction départementale de la cohésion sociale des Hauts-de-Seine - 167-177 avenue Joliot-Curie,92013,Nanterre Cedex | Tél : 01 40 97 45 78 | Fax : ",,prefecture_greffe_associations,True,,left_only
prudhommes-92012-01,Conseil de prud'hommes de Boulogne-Billancourt,cph-boulogne-billancourt@justice.fr,"Adresse : 7 rue Mahias,92643,BOULOGNE BILLANCOURT CEDEX | Tél : 01 46 99 91 20 | Fax : 01 46 99 91 21",http://www.justice.gouv.fr/,prudhommes,True,,left_only
sie-92004-01,Service des impôts des entreprises du centre des finances publiques d'Asnières-sur-Seine,sie.asnieres-sur-seine@dgfip.finances.gouv.fr,"Adresse : 51, avenue Flachat,92601,Asnières Cedex | Tél : 01 46 88 90 00 | Fax : ",http://www.impots.gouv.fr,sie,True,,left_only
